1
77,11.4293
78,11.4103
79,11.4082
80,11.4257
81,11.3842
82,11.3708
83,11.3679
84,11.3819
85,11.3517
86,11.3681
87,11.3639
88,11.3614
89,11.361
90,11.3656
91,11.3423
92,11.3436
93,11.3473
94,11.3252
95,11.3256
96,11.3435
97,11.3453
98,11.3357
99,11.3322
100,11.3288
3
3,10.3564
4,10.4537
5,10.7747
6,11.0709
7,11.2375
8,11.1298
9,11.2716
10,11.1497
11,11.4516
12,11.1936
13,11.2516
14,11.3349
15,11.3312
16,11.0726
17,11.3183
18,13.1836
19,13.3589
20,13.3124
21,12.9847
22,12.9244
23,12.8945
24,12.7916
25,12.6776
26,12.724
27,12.6198
28,12.6423
29,12.8742
30,12.851
31,12.7962
32,12.5789
33,12.5855
34,12.2798
35,12.3375
36,12.4144
37,12.5647
38,12.4501
39,12.4322
40,12.3251
41,12.0829
42,12.3293
43,12.2294
44,12.1327
45,12.025
46,11.91
47,11.9659
48,11.9851
49,11.4854
50,11.3813
51,11.4644
52,11.6475
53,11.8303
54,11.8195
55,11.8241
56,11.8017
57,12.207
58,12.0633
59,12.0103
60,11.9381
61,12.1874
62,12.1355
63,12.2179
64,12.1623
65,11.7286
66,11.7069
67,11.7528
68,11.7978
69,11.7133
70,11.6739
71,11.7787
72,11.0516
73,11.6856
74,12.0276
75,11.7139
76,11.6661
77,11.5786
78,11.6338
79,11.3547
80,11.5073
81,11.4997
82,11.606
83,11.6734
84,11.6641
85,13.2605
86,11.5732
87,11.6015
88,11.5927
89,11.5592
90,11.53
91,11.598
92,11.5778
93,11.5771
94,11.5493
95,11.5711
96,11.5664
97,11.5631
98,11.5511
99,11.5356
100,11.5478
4
3,11.5587
4,11.2726
5,12.52
6,13.0995
7,13.0113
8,13.0575
9,13.4232
10,13.2151
11,13.0098
12,15.4288
13,15.2361
14,13.2196
15,12.1999
16,14.9218
17,14.8961
18,14.7741
19,14.6727
20,15.9455
21,14.4737
22,14.6459
23,14.423
24,14.4568
25,14.3831
26,14.3643
27,14.2267
28,14.3017
29,14.2605
30,14.2778
31,14.22
32,14.2527
33,14.1534
34,14.1912
35,14.1691
36,14.1589
37,14.1413
38,14.0596
39,14.0877
40,14.0636
41,13.581
42,14.0102
43,13.972
44,13.9689
45,13.8997
46,14.2374
47,14.1369
48,13.9764
49,13.9719
50,13.8846
51,13.9334
52,13.9586
53,13.9463
54,13.9364
55,13.9102
56,13.8973
57,13.9662
58,13.8097
59,13.8543
60,13.6528
61,13.8106
62,13.947
63,13.7937
64,13.7752
65,13.7521
66,13.6643
67,13.8224
68,13.802
69,13.8606
70,13.5902
71,13.7139
72,13.5828
73,13.7853
74,13.7673
75,13.6657
76,13.563
77,13.7776
78,13.5971
79,13.5221
80,13.5364
81,13.5527
82,13.6304
83,13.7883
84,13.716
85,13.7001
86,13.2588
87,13.6329
88,13.7653
89,13.7809
90,13.7219
91,13.7773
92,13.6203
93,13.8021
94,13.5346
95,13.7177
96,13.7393
97,13.7376
98,13.6819
99,13.6848
100,13.7064
5
3,12.1589
4,12.7007
5,13.1617
6,13.2698
7,13.4934
8,13.7557
9,13.4694
10,13.627
11,13.5512
12,13.7257
13,13.7984
14,15.7399
15,15.6744
16,15.52
17,15.5448
18,15.4356
19,15.2612
20,15.2049
21,15.2615
22,15.2017
23,14.919
24,14.9609
25,14.9353
26,14.9606
27,14.8994
28,14.8292
29,14.8554
30,14.793
31,14.8873
32,14.8424
33,14.8095
34,14.8299
35,14.7889
36,14.8247
37,14.7788
38,14.8385
39,14.734
40,14.6931
41,14.6259
42,14.6789
43,14.4893
44,14.6775
45,14.6462
46,14.608
47,14.6187
48,14.605
49,14.3937
50,14.4269
51,14.4456
52,14.7198
53,14.8613
54,15.8541
55,14.6404
56,14.3764
57,14.3422
58,14.3675
59,14.3939
60,14.3416
61,14.3273
62,14.3029
63,14.2628
64,14.3961
65,14.2094
66,14.225
67,13.8367
68,13.8206
69,14.1223
70,14.3168
71,14.1521
72,14.2194
73,14.1669
74,14.2425
75,13.9948
76,14.0033
77,14.2516
78,13.9504
79,13.9705
80,14.0212
81,14.2309
82,13.8179
83,13.9366
84,13.908
85,13.9045
86,13.883
87,14.0637
88,14.0585
89,14.048
90,14.1024
91,14.117
92,13.8309
93,14.204
94,13.9174
95,13.9223
96,13.8369
97,14.0593
98,14.0469
99,13.8418
100,13.8311
6
3,13.2022
4,13.5624
5,13.65
6,13.8155
7,13.9071
8,14.0247
9,14.0522
10,14.0881
11,14.1496
12,14.2547
13,16.5037
14,16.4444
15,15.9463
16,16.001
17,15.9859
18,15.931
19,15.7807
20,15.7
21,15.7214
22,15.6438
23,15.5744
24,15.505
25,15.5534
26,15.5301
27,15.4421
28,15.4322
29,15.3596
30,15.2971
31,15.4346
32,15.3317
33,15.2324
34,15.2339
35,15.883
36,14.5428
37,15.233
38,15.1869
39,15.1246
40,15.1099
41,14.6298
42,15.0834
43,15.1138
44,15.0337
45,15.0801
46,15.0216
47,15.0324
48,15.0018
49,14.9887
50,14.9734
51,15.0488
52,14.2076
53,14.9863
54,15.0037
55,14.9566
56,14.9656
57,14.94
58,14.9227
59,14.2123
60,14.9161
61,14.9054
62,14.8875
63,14.9234
64,14.933
65,14.8818
66,14.9361
67,14.9597
68,14.2831
69,14.8532
70,14.7981
71,14.851
72,14.8294
73,14.8179
74,14.8253
75,14.8643
76,14.8085
77,14.8126
78,14.8032
79,14.8303
80,14.8006
81,14.7911
82,14.757
83,14.793
84,14.8054
85,14.7845
86,14.7726
87,14.7732
88,14.7629
89,14.8474
90,14.7964
91,14.7793
92,14.7799
93,14.7776
94,14.7407
95,14.7516
96,14.7993
97,14.7637
98,14.7374
99,14.7885
100,14.8199
7
3,13.929
4,13.4692
5,14.3551
6,14.4256
7,14.6098
8,14.5669
9,14.4962
10,14.5599
11,14.8726
12,17.028
13,16.4612
14,16.7914
15,16.625
16,16.5996
17,16.0741
18,16.4545
19,16.3529
20,16.2491
21,16.1738
22,16.1306
23,16.3927
24,16.0397
25,15.9836
26,15.9562
27,15.9798
28,15.9102
29,16.024
30,15.8214
31,15.7863
32,15.7897
33,15.7508
34,15.7945
35,15.8701
36,15.6701
37,15.7331
38,15.6629
39,15.7832
40,15.1108
41,15.5961
42,15.5987
43,15.5629
44,15.5963
45,15.5342
46,15.6663
47,15.2143
48,15.5923
49,15.5108
50,15.4961
51,15.4857
52,15.6918
53,15.6419
54,14.9843
55,15.5455
56,15.4286
57,15.444
58,15.4597
59,15.4636
60,15.4225
61,15.4682
62,15.4134
63,15.3868
64,15.5055
65,15.5676
66,15.3873
67,15.3823
68,15.4564
69,15.4248
70,15.4794
71,15.3305
72,15.4045
73,15.4093
74,15.3795
75,15.7428
76,15.4334
77,15.4723
78,15.3694
79,15.3347
80,15.3192
81,15.3098
82,15.3785
83,15.3256
84,15.3231
85,15.3841
86,14.7791
87,15.3113
88,15.3172
89,15.2829
90,15.2855
91,15.274
92,15.3385
93,15.3288
94,15.3081
95,15.244
96,15.3121
97,15.3232
98,15.3451
99,15.2607
100,15.2867
8
3,13.5988
4,13.9565
5,13.6335
6,14.3156
7,14.4163
8,13.9578
9,14.2425
10,14.6045
11,17.1795
12,16.5941
13,16.8945
14,16.7539
15,16.6217
16,16.5457
17,16.44
18,16.3563
19,16.3108
20,15.7506
21,16.163
22,16.1218
23,16.0562
24,16.0161
25,16.0036
26,15.953
27,15.4331
28,15.9232
29,15.8442
30,15.8316
31,15.2874
32,15.2482
33,15.2354
34,15.7516
35,15.7193
36,15.4247
37,15.2748
38,15.577
39,15.1252
40,15.6324
41,15.1047
42,15.6047
43,15.5893
44,15.5762
45,15.5779
46,15.5429
47,15.0838
48,15.0054
49,15.5255
50,15.5083
51,14.9757
52,14.9664
53,14.9576
54,14.9497
55,15.4719
56,15.1965
57,14.9528
58,15.4489
59,15.4386
60,14.9038
61,15.4267
62,14.9461
63,14.9302
64,15.4147
65,15.408
66,14.8656
67,14.8613
68,14.8477
69,14.844
70,15.386
71,15.3731
72,14.8337
73,14.8288
74,15.3597
75,14.823
76,15.3467
77,15.3456
78,14.8626
79,14.8056
80,15.3304
81,15.3263
82,15.3172
83,15.3259
84,14.95
85,15.3153
86,14.778
87,15.3076
88,14.9589
89,15.2977
90,15.0044
91,15.2982
92,15.291
93,14.76
94,14.7597
95,15.2831
96,15.2798
97,15.2761
98,15.275
99,15.2725
100,14.8354
9
3,13.4205
4,13.8223
5,14.2692
6,14.4037
7,14.4883
8,14.5606
9,14.1413
10,17.2881
11,17.4171
12,19.4453
13,18.5252
14,16.486
15,16.8541
16,16.295
17,16.191
18,16.5771
19,15.9731
20,15.9131
21,16.9089
22,16.2976
23,16.2189
24,16.1882
25,17.3784
26,16.0588
27,16.1488
28,15.5008
29,15.964
30,15.4702
31,15.3759
32,15.8713
33,15.6424
34,15.3429
35,15.2921
36,15.7459
37,15.2343
38,15.2536
39,15.2339
40,15.7133
41,15.6873
42,15.6833
43,15.6769
44,15.1369
45,15.1662
46,15.0987
47,15.0645
48,15.5969
49,15.0847
50,15.0604
51,15.5573
52,15.5476
53,15.5382
54,15.0544
55,15.5233
56,15
57,15.51
58,14.9826
59,14.9768
60,15.4761
61,15.4874
62,14.9892
63,15.4709
64,15.4545
65,15.027
66,15.3334
67,14.9256
68,15.4317
69,15.4193
70,15.4205
71,14.8887
72,15.4441
73,15.6398
74,14.8708
75,14.8752
76,14.8602
77,15.3783
78,15.3815
79,14.8652
80,15.3707
81,15.3719
82,14.8377
83,15.5975
84,15.3581
85,15.3513
86,15.3421
87,15.3423
88,15.5734
89,14.7972
90,15.3345
91,15.3319
92,15.3213
93,15.3231
94,14.7953
95,14.8387
96,15.3143
97,15.3059
98,15.3055
99,15.311
100,15.4322
10
3,13.8682
4,14.2707
5,14.2266
6,14.7027
7,14.877
8,14.9817
9,14.9605
10,17.9306
11,17.8527
12,17.6494
13,17.7945
14,17.3931
15,17.2119
16,17.1129
17,17.0471
18,16.9633
19,16.8905
20,16.8454
21,16.8091
22,16.7379
23,16.6761
24,16.5958
25,16.5665
26,16.5546
27,16.4799
28,16.4547
29,16.4524
30,16.4698
31,16.4132
32,17.4698
33,16.3859
34,16.2624
35,16.3338
36,16.2763
37,16.2977
38,16.2206
39,16.2249
40,16.1866
41,16.2458
42,16.1592
43,16.1995
44,16.1028
45,16.1152
46,16.1222
47,16.0913
48,16.0839
49,16.0828
50,16.0617
51,16.0999
52,15.9968
53,16.0345
54,16.0295
55,16.0339
56,16.022
57,16.0172
58,16.001
59,16.0458
60,15.9477
61,15.9307
62,15.976
63,15.9607
64,15.9687
65,15.9629
66,15.9531
67,15.951
68,15.8985
69,15.93
70,15.9203
71,15.9209
72,15.9168
73,15.9064
74,15.9141
75,15.8707
76,15.8906
77,15.8527
78,15.843
79,15.8851
80,15.8795
81,15.8716
82,15.8666
83,15.8766
84,15.867
85,15.859
86,15.9294
87,15.86
88,15.8525
89,15.855
90,15.8093
91,15.8426
92,15.7997
93,15.832
94,15.8317
95,15.8268
96,15.8229
97,15.8839
98,15.8195
99,15.7827
100,15.8182
