1
3,8.7426
4,9.04292
5,9.18732
6,9.02154
7,9.43312
8,9.71834
9,9.66238
10,9.85688
11,9.93556
12,9.90682
13,9.77178
14,9.7916
15,9.75416
16,10.1527
17,9.8633
18,9.8177
19,9.8487
20,10.0063
21,10.1061
22,10.0842
23,10.0027
24,10.041
25,10.0456
26,11.1814
27,11.2789
28,11.2335
29,10.8837
30,11.0271
31,11.028
32,11.1653
33,11.1527
34,11.0228
35,11.1128
36,10.6013
37,11.0109
38,11.1386
39,10.9453
40,10.9074
41,10.72
42,10.6937
43,10.8477
44,10.6324
45,10.8752
46,10.8108
47,10.8342
48,10.6913
49,10.6353
50,10.6636
51,10.7886
52,10.7843
53,10.7887
54,10.7601
55,10.7742
56,10.7799
57,10.8187
58,10.7851
59,10.7911
60,10.8024
61,10.6865
62,10.7162
63,10.5562
64,10.6348
65,10.7351
66,10.4823
67,10.4914
68,10.4835
69,10.4949
70,10.6054
71,10.5314
72,10.6191
73,10.5955
74,10.6927
75,10.6761
76,10.2327
77,10.6005
78,10.5943
79,10.5694
80,10.6415
81,10.8679
82,10.7583
83,10.5568
84,10.4574
85,10.3666
86,10.5253
87,10.5264
88,10.5966
89,10.5921
90,10.5169
91,10.4897
92,10.5573
93,10.4771
94,10.5499
95,10.5772
96,10.5043
97,10.5216
98,10.4911
99,10.486
100,10.5361
2
3,9.95174
4,10.0911
5,10.4038
6,10.5735
7,10.5609
8,10.7355
9,10.7947
10,10.7363
11,10.859
12,10.8327
13,10.7739
14,10.8506
15,10.8625
16,10.9429
17,10.9146
18,11.012
19,10.8835
20,11.0881
21,12.279
22,78.7524
23,12.2138
24,12.1815
25,12.2341
26,12.1632
27,12.0689
28,12.0678
29,12.0186
30,11.9652
31,11.8976
32,12.0283
33,12.0328
34,11.9357
35,11.8986
36,11.9155
37,11.8715
38,11.8368
39,11.7489
40,11.7309
41,11.7655
42,11.7968
43,12.3758
44,11.6419
45,11.6227
46,11.7155
47,11.6726
48,11.6318
49,11.616
50,11.5829
51,11.5703
52,11.5503
53,11.5681
54,11.5253
55,11.3965
56,11.6172
57,11.4994
58,11.5831
59,11.6265
60,12.3299
61,11.6082
62,11.6127
63,11.5496
64,11.5323
65,11.4486
66,11.6423
67,11.651
68,11.6458
69,11.6308
70,11.7057
71,11.4575
72,11.3966
73,11.4519
74,11.4627
75,11.4044
76,11.401
